"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 12584"
"Critères de sélection =>";"Date de première alerte, de : 1996-01-01 00:00:00";"Date de première alerte, jusqu'à : 2000-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
1998;963;"2A";"2A362";"Zonza";"1998-07-21 18:32:00";2000;0;2000;;;;;;;;;"1";"Malveillance";;;;;""
1998;306;"06";"06095";"Peymeinade";"1998-07-21 19:00:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1998;481;"07";"07091";"Fons";"1998-07-21 19:34:00";500;500;0;;;;;;;;;"4";;;;;;""
1998;1280;"2B";"2B301";"San-Gavino-di-Tenda";"1998-07-21 21:00:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1998;307;"06";"06101";"Rigaud";"1998-07-21 22:10:00";2000;0;2000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1998;1288;"2B";"2B207";"Penta-di-Casinca";"1998-07-22 10:22:00";200;0;200;;;;;;;;;"1";;;;;;""
1998;1287;"2B";"2B016";"Antisanti";"1998-07-22 10:50:00";100;0;100;;;;;;;;;"1";;;;;;""
1998;308;"06";"06029";"Cannes";"1998-07-22 11:40:00";5;0;5;;;;;;;;;"1";;;;;;""
1998;1286;"2B";"2B143";"Linguizzetta";"1998-07-22 11:47:00";50;0;50;;;;;;;;;"1";;;;;;""
1998;482;"07";"07337";"Vernosc-lès-Annonay";"1998-07-22 12:53:00";20000;20000;0;;;;;;;;;"1";"Accidentelle";;;;;""
1998;1290;"2B";"2B337";"Valle-di-Rostino";"1998-07-22 13:02:00";50000;0;50000;;;;;;;;;"1";;;;;;""
1998;2050;"34";"34213";"Poussan";"1998-07-22 13:53:00";1000;470;480;0;;;;;;50;;;;;;;;""
1998;964;"2A";"2A103";"Cuttoli-Corticchiato";"1998-07-22 14:22:00";400;0;400;;;;;;;;;"1";"Accidentelle";;;;;""
1998;483;"07";"07294";"Saint-Sauveur-de-Cruzières";"1998-07-22 14:26:00";3500;0;3500;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1998;1291;"2B";"2B148";"Lucciana";"1998-07-22 14:51:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1998;2382;"83";"83131";"Solliès-Toucas";"1998-07-22 15:10:00";30;30;0;;;;;;;;;"1";"Malveillance";;;;;""
1998;723;"13";"13039";"Fos-sur-Mer";"1998-07-22 15:12:00";20000;20000;0;;;;;;;;;"5";"Malveillance";;;;;""
1998;1878;"30";"30341";"Vauvert";"1998-07-22 15:27:00";40000;20000;20000;;;;;;;;;"1";;;;;;""
1998;1877;"30";"30221";"Roquemaure";"1998-07-22 15:28:00";1000;1000;0;;;;;;;;;"4";;;;;;""
1998;716;"13";"13081";"Rognac";"1998-07-22 15:28:00";5000;5000;0;;;;;;;;;"4";"Involontaire (travaux)";;;;;""
1998;2555;"84";"84148";"Villes-sur-Auzon";"1998-07-22 15:38:00";50;50;0;;;;;;;;;;"Malveillance";;;;;""
1998;1289;"2B";"2B224";"Pietracorbara";"1998-07-22 15:55:00";60000;0;60000;;;;;;;;;"1";"Malveillance";;;;;""
1998;574;"11";"11255";"Montredon-des-Corbières";"1998-07-22 21:27:00";42000;0;42000;;;;;;;;;"1";;;;;;""
1998;965;"2A";"2A271";"Sarrola-Carcopino";"1998-07-23 10:48:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1998;2383;"83";"83118";"Saint-Raphaël";"1998-07-23 11:10:00";1500;1500;0;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1998;1292;"2B";"2B057";"Canale-di-Verde";"1998-07-23 12:00:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1998;966;"2A";"2A345";"Vero";"1998-07-23 12:08:00";20;0;20;;;;;;;;;"1";"Malveillance";;;;;""
1998;967;"2A";"2A345";"Vero";"1998-07-23 13:20:00";20;9;10;0;;;;;;1;;;;;;;;""
1998;2160;"66";"66196";"Sorède";"1998-07-23 14:00:00";50000;0;50000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1998;484;"07";"07327";"Uzer";"1998-07-23 14:11:00";300;0;300;;;;;;;;;"1";;;;;;""
1998;725;"13";"13056";"Martigues";"1998-07-23 14:52:00";10500;10500;0;;;;;;;;;"4";;;;;;""
1998;2384;"83";"83069";"Hyères";"1998-07-23 15:07:00";5000;5000;0;;;;;;;;;"3";;;;;;""
1998;1293;"2B";"2B193";"Omessa";"1998-07-23 15:45:00";150000;0;150000;;;;;;;;;"1";;;;;;""
1998;1295;"2B";"2B193";"Omessa";"1998-07-23 15:45:00";100000;0;100000;;;;;;;;;"1";;;;;;""
1998;90;"04";"04208";"Simiane-la-Rotonde";"1998-07-23 16:28:00";10000;10000;0;;;;;;;;;"1";;;;;;""
1998;734;"13";"13117";"Vitrolles";"1998-07-23 16:42:00";1000;1000;0;;;;;;;;;"4";;;;;;""
1998;1294;"2B";"2B173";"Muro";"1998-07-23 16:44:00";5000;0;5000;;;;;;;;;"1";"Malveillance";;;;;""
1998;2385;"83";"83058";"Flayosc";"1998-07-23 18:16:00";4000;4000;0;;;;;;;;;"5";"Malveillance";;;;;""
1998;2386;"83";"83139";"Tourtour";"1998-07-23 18:25:00";200;200;0;;;;;;;;;"5";"Malveillance";;;;;""
1998;2387;"83";"83058";"Flayosc";"1998-07-23 18:32:00";300;300;0;;;;;;;;;"1";"Malveillance";;;;;""
1998;2388;"83";"83058";"Flayosc";"1998-07-23 18:38:00";1000;1000;0;;;;;;;;;"3";"Malveillance";;;;;""
1998;2389;"83";"83058";"Flayosc";"1998-07-23 21:05:00";50;50;0;;;;;;;;;"3";"Malveillance";;;;;""
1998;2161;"66";"66008";"Argelès-sur-Mer";"1998-07-23 23:38:00";10000;0;10000;;;;;;;;;"1";"Malveillance";;;;;""
1998;1299;"2B";"2B101";"Croce";"1998-07-24 02:20:00";80000;0;80000;;;;;;;;;"1";;;;;;""
1998;485;"07";"07327";"Uzer";"1998-07-24 02:47:00";20000;0;20000;;;;;;;;;"1";;;;;;""
1998;309;"06";"06132";"Saorge";"1998-07-24 09:25:00";17000;7000;10000;;;;;;;;;"1";;;;;;""
1998;2390;"83";"83097";"Pourrières";"1998-07-24 10:19:00";400;0;400;;;;;;;;;"1";;;;;;""
1998;1296;"2B";"2B096";"Corte";"1998-07-24 10:27:00";100;0;100;;;;;;;;;"1";;;;;;""
1998;1297;"2B";"2B306";"Santa-Lucia-di-Mercurio";"1998-07-24 10:45:00";15000;0;15000;;;;;;;;;"1";;;;;;""
1998;968;"2A";"2A272";"Sartène";"1998-07-24 11:47:00";100;0;100;;;;;;;;;"1";"Malveillance";;;;;""
1998;728;"13";"13101";"Saint-Savournin";"1998-07-24 12:04:00";2000;0;2000;;;;;;;;;"1";;;;;;""
1998;1298;"2B";"2B016";"Antisanti";"1998-07-24 13:25:00";50;0;50;;;;;;;;;"1";;;;;;""
1998;969;"2A";"2A017";"Appietto";"1998-07-24 13:46:00";20000;0;20000;;;;;;;;;"1";"Malveillance";;;;;""
1998;1300;"2B";"2B096";"Corte";"1998-07-24 13:52:00";500;0;500;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1998;970;"2A";"2A017";"Appietto";"1998-07-24 14:31:00";10;0;10;;;;;;;;;"1";"Malveillance";;;;;""
1998;971;"2A";"2A345";"Vero";"1998-07-24 15:12:00";80;38;38;0;;;;;;4;;;;;;;;""
1998;575;"11";"11024";"Bages";"1998-07-24 18:42:00";782700;460000;322700;;;;;;;;;"1";"Accidentelle";;;;;""
1998;310;"06";"06060";"Falicon";"1998-07-24 19:09:00";2000;0;2000;;;;;;;;;"1";;;;;;""
1998;2392;"83";"83097";"Pourrières";"1998-07-24 23:00:00";150;150;0;;;;;;;;;"3";;;;;;""
1998;2391;"83";"83117";"Saint-Paul-en-Forêt";"1998-07-24 23:04:00";150;150;0;;;;;;;;;"3";"Malveillance";;;;;""
1998;486;"07";"07209";"Saint-Andéol-de-Fourchades";"1998-07-25 11:45:00";60;0;60;;;;;;;;;"1";;;;;;""
1998;972;"2A";"2A276";"Serra-di-Ferro";"1998-07-25 12:10:00";500;0;500;;;;;;;;;"1";"Malveillance";;;;;""
1998;1884;"30";"30284";"Saint-Martin-de-Valgalgues";"1998-07-25 14:35:00";1500;1500;0;;;;;;;;;"4";"Malveillance";;;;;""
1998;2052;"34";"34016";"Aumelas";"1998-07-25 15:40:00";60000;28200;28800;0;;;;;;3000;;;;;;;;""
1998;2051;"34";"34028";"Bédarieux";"1998-07-25 15:40:00";300;141;144;0;;;;;;15;;;;;;;;""
1998;973;"2A";"2A232";"Pila-Canale";"1998-07-25 15:46:00";40000;0;40000;;;;;;;;;"1";"Malveillance";;;;;""
1998;487;"07";"07113";"Labastide-de-Virac";"1998-07-25 16:10:00";500;0;500;;;;;;;;;"1";;;;;;""
1998;1301;"2B";"2B105";"Erbajolo";"1998-07-25 17:11:00";1800;0;1800;;;;;;;;;"1";;;;;;""
1998;1302;"2B";"2B079";"Castello-di-Rostino";"1998-07-25 17:13:00";200;0;200;;;;;;;;;"1";;;;;;""
1998;488;"07";"07019";"Aubenas";"1998-07-25 17:39:00";1000;1000;0;;;;;;;;;"4";;;;;;""
1998;1303;"2B";"2B143";"Linguizzetta";"1998-07-25 17:45:00";250;0;250;;;;;;;;;"1";;;;;;""
1998;974;"2A";"2A351";"Villanova";"1998-07-25 17:48:00";1000;0;1000;;;;;;;;;"1";"Malveillance";;;;;""
1998;1821;"26";"26377";"Vinsobres";"1998-07-25 18:14:00";5000;2350;2400;0;;;;;;250;;;"Malveillance";;;;;""
1998;2393;"83";"83140";"Tourves";"1998-07-25 18:42:00";100;100;0;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1998;2162;"66";"66048";"Cerbère";"1998-07-25 22:31:00";15000;0;15000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1998;2394;"83";"83039";"Châteauvert";"1998-07-25 23:40:00";3000;3000;0;;;;;;;;;"3";;;;;;""
1998;1311;"2B";"2B096";"Corte";"1998-07-26 11:00:00";70000;0;70000;;;;;;;;;"1";;;;;;""
1998;1310;"2B";"2B096";"Corte";"1998-07-26 11:00:00";70000;0;70000;;;;;;;;;"1";"Malveillance";;;;;""
1998;1304;"2B";"2B148";"Lucciana";"1998-07-26 11:03:00";6000;0;6000;;;;;;;;;"1";;;;;;""
1998;91;"04";"04108";"Malijai";"1998-07-26 11:28:00";10000;10000;0;;;;;;;;;"1";;;;;;""
1998;1305;"2B";"2B168";"Monticello";"1998-07-26 11:45:00";1000;0;1000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
1998;1313;"2B";"2B105";"Erbajolo";"1998-07-26 12:30:00";25000;0;25000;;;;;;;;;"1";;;;;;""
1998;1312;"2B";"2B105";"Erbajolo";"1998-07-26 12:30:00";25000;0;25000;;;;;;;;;"1";;;;;;""
1998;2163;"66";"66044";"Castelnou";"1998-07-26 12:40:00";20000;0;20000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1998;1306;"2B";"2B238";"Poggio-di-Venaco";"1998-07-26 12:50:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1998;1307;"2B";"2B238";"Poggio-di-Venaco";"1998-07-26 12:50:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1998;1308;"2B";"2B251";"Prunelli-di-Fiumorbo";"1998-07-26 13:30:00";1500;0;1500;;;;;;;;;"1";;;;;;""
1998;1883;"30";"30080";"Chamborigaud";"1998-07-26 14:00:00";4000;4000;0;;;;;;;;;"5";"Malveillance";;;;;""
1998;92;"04";"04234";"Venterol";"1998-07-26 14:24:00";935000;935000;0;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1998;2164;"66";"66126";"Oms";"1998-07-26 14:24:00";10000;0;10000;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1998;1309;"2B";"2B238";"Poggio-di-Venaco";"1998-07-26 14:30:00";5005;0;5005;;;;;;;;;"1";;;;;;""
1998;576;"11";"11390";"Thézan-des-Corbières";"1998-07-26 15:47:00";50000;0;50000;;;;;;;;;"1";"Naturelle";;;;;""
1998;741;"13";"13073";"Peypin";"1998-07-26 16:07:00";2500;2500;0;;;;;;;;;"5";"Malveillance";;;;;""
1998;489;"07";"07231";"Saint-Étienne-de-Fontbellon";"1998-07-26 16:18:00";100;100;0;;;;;;;;;"4";"Malveillance";;;;;""
1998;2395;"83";"83055";"Fayence";"1998-07-26 16:33:00";100;100;0;;;;;;;;;"5";"Malveillance";;;;;""
1998;975;"2A";"2A247";"Porto-Vecchio";"1998-07-26 16:41:00";10;0;10;;;;;;;;;"1";"Accidentelle";;;;;""
1998;2053;"34";"34079";"Clermont-l'Hérault";"1998-07-26 16:50:00";1;0;0;0;;;;;;1;;;;;;;;""
1998;577;"11";"11206";"Limoux";"1998-07-26 16:54:00";10000;0;10000;;;;;;;;;"1";"Naturelle";;;;;""
1998;490;"07";"07100";"Gravières";"1998-07-26 17:18:00";50;0;50;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1998;2054;"34";"34079";"Clermont-l'Hérault";"1998-07-26 17:35:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1998;2055;"34";"34245";"Saint-Chinian";"1998-07-26 17:40:00";10;5;5;0;;;;;;0;;;;;;;;""
1998;729;"13";"13041";"Gardanne";"1998-07-26 17:40:00";500;0;500;;;;;;;;;"1";"Malveillance";;;;;""
1998;2574;"84";"84008";"Le Barroux";"1998-07-26 17:52:00";100;0;100;;;;;;;;;"1";;;;;;""
1998;2575;"84";"84069";"Malaucène";"1998-07-26 17:58:00";100;100;0;;;;;;;;;"4";;;;;;""
1998;976;"2A";"2A272";"Sartène";"1998-07-26 18:15:00";20;9;10;0;;;;;;1;;;;;;;;""
1998;2056;"34";"34099";"Ferrières-les-Verreries";"1998-07-26 19:00:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1998;93;"04";"04140";"Les Omergues";"1998-07-26 19:53:00";20000;10000;10000;;;;;;;;;"1";;;;;;""
1998;94;"04";"04211";"Sourribes";"1998-07-26 21:08:00";8000;8000;0;;;;;;;;;"1";"Naturelle";;;;;""
1998;720;"13";"13056";"Martigues";"1998-07-26 21:28:00";500;500;0;;;;;;;;;"4";;;;;;""
1998;2576;"84";"84143";"Venasque";"1998-07-26 21:53:00";300;300;0;;;;;;;;;;;;;;;""
1998;491;"07";"07093";"Genestelle";"1998-07-27 02:29:00";500;0;500;;;;;;;;;"1";;;;;;""
1998;2558;"84";"84069";"Malaucène";"1998-07-27 08:09:00";20;20;0;;;;;;;;;"5";;;;;;""
1998;2559;"84";"84069";"Malaucène";"1998-07-27 08:09:00";20;20;0;;;;;;;;;"4";;;;;;""
1998;1317;"2B";"2B260";"Riventosa";"1998-07-27 11:01:00";40000;0;40000;;;;;;;;;"1";;;;;;""
1998;1315;"2B";"2B049";"Calenzana";"1998-07-27 12:50:00";50000;0;50000;;;;;;;;;"1";;;;;;""
1998;1314;"2B";"2B049";"Calenzana";"1998-07-27 13:30:00";50000;0;50000;;;;;;;;;"1";;;;;;""
1998;1316;"2B";"2B356";"Zalana";"1998-07-27 13:37:00";100000;0;100000;;;;;;;;;"1";;;;;;""
1998;977;"2A";"2A085";"Cauro";"1998-07-27 15:22:00";100;0;100;;;;;;;;;"1";;;;;;""
1998;727;"13";"13094";"Saint-Étienne-du-Grès";"1998-07-27 16:00:00";100;0;100;;;;;;;;;"5";"Naturelle";;;;;""
1998;2396;"83";"83090";"Ollioules";"1998-07-27 16:19:00";300;300;0;;;;;;;;;"4";"Malveillance";;;;;""
1998;730;"13";"13022";"Cassis";"1998-07-27 17:35:00";20;0;20;;;;;;;;;"1";"Malveillance";;;;;""
1998;2397;"83";"83067";"Gonfaron";"1998-07-27 18:20:00";2000;2000;0;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1998;2560;"84";"84082";"Mormoiron";"1998-07-27 18:26:00";700;700;0;;;;;;;;;"4";;;;;;""
1998;718;"13";"13063";"Miramas";"1998-07-27 22:10:00";1500;0;1500;;;;;;;;;"1";;;;;;""
1998;735;"13";"13080";"Le Puy-Sainte-Réparade";"1998-07-27 22:33:00";5000;0;5000;;;;;;;;;"1";"Naturelle";;;;;""
1998;2398;"83";"83116";"Saint-Maximin-la-Sainte-Baume";"1998-07-27 23:30:00";4000;4000;0;;;;;;;;;"5";"Naturelle";;;;;""
1998;731;"13";"13117";"Vitrolles";"1998-07-27 23:37:00";40000;40000;0;;;;;;;;;"4";;;;;;""
1998;2399;"83";"83089";"Ollières";"1998-07-28 00:08:00";1000;1000;0;;;;;;;;;"4";"Naturelle";;;;;""
1998;721;"13";"13063";"Miramas";"1998-07-28 00:11:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1998;313;"06";"06066";"Gilette";"1998-07-28 00:20:00";350;0;350;;;;;;;;;"1";;;;;;""
1998;2400;"83";"83124";"Seillans";"1998-07-28 00:25:00";1000;1000;0;;;;;;;;;"5";"Naturelle";;;;;""
1998;311;"06";"06086";"Moulinet";"1998-07-28 01:06:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1998;317;"06";"06158";"Villars-sur-Var";"1998-07-28 01:07:00";300;0;300;;;;;;;;;"1";;;;;;""
1998;2401;"83";"83075";"Les Mayons";"1998-07-28 01:18:00";100;100;0;;;;;;;;;"3";"Naturelle";;;;;""
1998;2402;"83";"83075";"Les Mayons";"1998-07-28 01:31:00";150;150;0;;;;;;;;;"3";"Naturelle";;;;;""
1998;2403;"83";"83094";"Plan-de-la-Tour";"1998-07-28 01:50:00";100;100;0;;;;;;;;;"5";"Naturelle";;;;;""
1998;722;"13";"13016";"La Bouilladisse";"1998-07-28 02:19:00";20000;20000;0;;;;;;;;;"4";;;;;;""
1998;2405;"83";"83124";"Seillans";"1998-07-28 06:20:00";10000;10000;0;;;;;;;;;"4";"Naturelle";;;;;""
1998;312;"06";"06003";"Andon";"1998-07-28 07:03:00";150;0;150;;;;;;;;;"1";;;;;;""
1998;578;"11";"11202";"Leucate";"1998-07-28 07:18:00";30;0;30;;;;;;;;;"1";;;;;;""
1998;732;"13";"13074";"Peyrolles-en-Provence";"1998-07-28 08:11:00";20;0;20;;;;;;;;;"1";"Malveillance";;;;;""
1998;1318;"2B";"2B096";"Corte";"1998-07-28 08:40:00";30000;0;30000;;;;;;;;;"1";;;;;;""
1998;1319;"2B";"2B201";"Pancheraccia";"1998-07-28 09:30:00";100;0;100;;;;;;;;;"1";;;;;;""
1998;1321;"2B";"2B201";"Pancheraccia";"1998-07-28 10:00:00";50;0;50;;;;;;;;;"1";;;;;;""
1998;1322;"2B";"2B201";"Pancheraccia";"1998-07-28 10:15:00";50;0;50;;;;;;;;;"1";;;;;;""
1998;1324;"2B";"2B105";"Erbajolo";"1998-07-28 10:50:00";900;0;900;;;;;;;;;"1";"Malveillance";;;;;""
1998;2404;"83";"83096";"Pourcieux";"1998-07-28 11:06:00";80;80;0;;;;;;;;;"5";"Naturelle";;;;;""
1998;1325;"2B";"2B286";"Sorbo-Ocagnano";"1998-07-28 11:10:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1998;1323;"2B";"2B287";"Sorio";"1998-07-28 11:10:00";4000;0;4000;;;;;;;;;"1";;;;;;""
1998;314;"06";"06070";"Gréolières";"1998-07-28 11:19:00";50;0;50;;;;;;;;;"1";;;;;;""
1998;326;"06";"06081";"Le Mas";"1998-07-28 11:21:00";300;0;300;;;;;;;;;"1";"Naturelle";;;;;""
1998;733;"13";"13113";"Venelles";"1998-07-28 11:33:00";250;0;250;;;;;;;;;"1";"Naturelle";;;;;""
1998;1326;"2B";"2B287";"Sorio";"1998-07-28 11:40:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1998;1327;"2B";"2B105";"Erbajolo";"1998-07-28 12:01:00";10;0;10;;;;;;;;;"1";"Malveillance";;;;;""
1998;1320;"2B";"2B364";"Zuani";"1998-07-28 13:18:00";30000;0;30000;;;;;;;;;"1";;;;;;""
1998;1341;"2B";"2B045";"Bustanico";"1998-07-28 13:51:00";90000;0;90000;;;;;;;;;"1";;;;;;""
1998;1328;"2B";"2B016";"Antisanti";"1998-07-28 14:00:00";100;0;100;;;;;;;;;"1";;;;;;""
1998;1329;"2B";"2B356";"Zalana";"1998-07-28 14:28:00";3;0;3;;;;;;;;;"1";;;;;;""
1998;2571;"84";"84069";"Malaucène";"1998-07-28 14:31:00";4;4;0;;;;;;;;;"4";;;;;;""
1998;2570;"84";"84069";"Malaucène";"1998-07-28 14:31:00";4;4;0;;;;;;;;;"4";;;;;;""
1998;1330;"2B";"2B105";"Erbajolo";"1998-07-28 15:00:00";1;0;1;;;;;;;;;"1";;;;;;""
1998;1331;"2B";"2B342";"Ventiseri";"1998-07-28 15:25:00";800;0;800;;;;;;;;;"1";"Malveillance";;;;;""
1998;1333;"2B";"2B096";"Corte";"1998-07-28 15:35:00";20;0;20;;;;;;;;;"1";;;;;;""
1998;1332;"2B";"2B342";"Ventiseri";"1998-07-28 15:35:00";1000;0;1000;;;;;;;;;"1";"Malveillance";;;;;""
1998;492;"07";"07117";"Lablachère";"1998-07-28 15:40:00";500;0;500;;;;;;;;;"1";"Malveillance";;;;;""
1998;1885;"30";"30045";"Bordezac";"1998-07-28 16:00:00";1000;1000;0;;;;;;;;;"4";"Malveillance";;;;;""
1998;1334;"2B";"2B281";"Sisco";"1998-07-28 16:05:00";20;0;20;;;;;;;;;"1";"Malveillance";;;;;""
1998;2406;"83";"83091";"Pierrefeu-du-Var";"1998-07-28 16:21:00";20000;20000;0;;;;;;;;;"5";"Naturelle";;;;;""
1998;1335;"2B";"2B083";"Castirla";"1998-07-28 16:30:00";6000;0;6000;;;;;;;;;"1";;;;;;""
1998;315;"06";"06155";"Vallauris";"1998-07-28 16:37:00";800;0;800;;;;;;;;;"1";;;;;;""
1998;1336;"2B";"2B120";"Furiani";"1998-07-28 17:40:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1998;119;"05";"05079";"Le Monêtier-les-Bains";"1998-07-28 19:38:00";200;200;0;;;;;;;;;"4";"Involontaire (particulier)";;;;;""
1998;1337;"2B";"2B105";"Erbajolo";"1998-07-28 19:40:00";200;0;200;;;;;;;;;"1";;;;;;""
1998;1338;"2B";"2B185";"Oletta";"1998-07-28 21:00:00";100;0;100;;;;;;;;;"1";;;;;;""
1998;1339;"2B";"2B188";"Olmeta-di-Tuda";"1998-07-28 21:02:00";1000;0;1000;;;;;;;;;"1";;;;;;""
1998;96;"04";"04148";"Peyroules";"1998-07-28 21:04:00";30000;30000;0;;;;;;;;;"1";"Naturelle";;;;;""
1998;1340;"2B";"2B121";"Galéria";"1998-07-28 21:56:00";25;0;25;;;;;;;;;"1";;;;;;""
1998;2572;"84";"84069";"Malaucène";"1998-07-28 23:35:00";10000;10000;0;;;;;;;;;"4";;;;;;""
1998;95;"04";"04070";"Digne-les-Bains";"1998-07-29 00:18:00";3000;0;3000;;;;;;;;;"1";;;;;;""
1998;736;"13";"13039";"Fos-sur-Mer";"1998-07-29 01:09:00";200;200;0;;;;;;;;;"5";"Malveillance";;;;;""
1998;1343;"2B";"2B281";"Sisco";"1998-07-29 01:10:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1998;737;"13";"13090";"Saint-Antonin-sur-Bayon";"1998-07-29 01:11:00";500;0;500;;;;;;;;;"1";"Malveillance";;;;;""
1998;2573;"84";"84035";"Cavaillon";"1998-07-29 03:07:00";10000;10000;0;;;;;;;;;"4";;;;;;""
1998;318;"06";"06132";"Saorge";"1998-07-29 09:02:00";200;0;200;;;;;;;;;"1";"Malveillance";;;;;""
1998;2562;"84";"84010";"La Bastidonne";"1998-07-29 09:33:00";3000;0;3000;;;;;;;;;"1";"Naturelle";;;;;""
1998;2409;"83";"83027";"La Cadière-d'Azur";"1998-07-29 10:36:00";30000;30000;0;;;;;;;;;"4";"Malveillance";;;;;""
1998;1347;"2B";"2B281";"Sisco";"1998-07-29 11:30:00";20;0;20;;;;;;;;;"1";"Accidentelle";;;;;""
1998;1348;"2B";"2B096";"Corte";"1998-07-29 11:30:00";30000;0;30000;;;;;;;;;"1";;;;;;""
1998;319;"06";"06116";"Saint-Auban";"1998-07-29 11:35:00";400;0;400;;;;;;;;;"1";;;;;;""
1998;1346;"2B";"2B025";"Avapessa";"1998-07-29 11:53:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1998;97;"04";"04211";"Sourribes";"1998-07-29 13:41:00";2000;2000;0;;;;;;;;;"1";"Involontaire (travaux)";;;;;""
1998;1345;"2B";"2B337";"Valle-di-Rostino";"1998-07-29 13:45:00";60000;0;60000;;;;;;;;;"1";;;;;;""
1998;1349;"2B";"2B110";"Favalello";"1998-07-29 13:45:00";40000;0;40000;;;;;;;;;"1";;;;;;""
1998;1350;"2B";"2B355";"Volpajola";"1998-07-29 13:55:00";7000;0;7000;;;;;;;;;"1";;;;;;""
1998;2407;"83";"83144";"La Valette-du-Var";"1998-07-29 14:20:00";3000;3000;0;;;;;;;;;"1";"Malveillance";;;;;""
1998;1344;"2B";"2B356";"Zalana";"1998-07-29 14:50:00";30000;0;30000;;;;;;;;;"1";;;;;;""
1998;2563;"84";"84078";"Mondragon";"1998-07-29 16:25:00";700;700;0;;;;;;;;;;;;;;;""
1998;1351;"2B";"2B043";"Brando";"1998-07-29 16:35:00";10000;0;10000;;;;;;;;;"1";"Malveillance";;;;;""
1998;2057;"34";"34337";"Villeneuve-lès-Maguelone";"1998-07-29 17:00:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
1998;2036;"34";"34337";"Villeneuve-lès-Maguelone";"1998-07-29 17:08:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
1998;2408;"83";"83153";"Saint-Mandrier-sur-Mer";"1998-07-29 17:54:00";400;400;0;;;;;;;;;"4";"Involontaire (particulier)";;;;;""
1998;579;"11";"11241";"Montbrun-des-Corbières";"1998-07-29 18:02:00";1500;1500;0;;;;;;;;;"4";;;;;;""
1998;316;"06";"06033";"Carros";"1998-07-29 22:12:00";1500;0;1500;;;;;;;;;"1";;;;;;""
1998;2005;"34";"34006";"Aigne";"1998-07-29 22:43:00";20000;9400;9600;0;;;;;;1000;;;;;;;;""
1998;978;"2A";"2A108";"Évisa";"1998-07-29 23:17:00";400;0;400;;;;;;;;;"1";"Accidentelle";;;;;""
1998;2006;"34";"34291";"Saint-Vincent-d'Olargues";"1998-07-30 00:54:00";20000;9400;9600;0;;;;;;1000;;;"Malveillance";;;;;""
1998;320;"06";"06151";"Utelle";"1998-07-30 03:49:00";700;0;700;;;;;;;;;"1";;;;;;""
1998;1361;"2B";"2B101";"Croce";"1998-07-30 05:30:00";10000;0;10000;;;;;;;;;"1";;;;;;""
1998;726;"13";"13072";"Peynier";"1998-07-30 08:19:00";30;0;30;;;;;;;;;"1";"Malveillance";;;;;""
1998;322;"06";"06118";"Saint-Cézaire-sur-Siagne";"1998-07-30 08:56:00";5000;0;5000;;;;;;;;;"1";;;;;;""
1998;1352;"2B";"2B306";"Santa-Lucia-di-Mercurio";"1998-07-30 09:00:00";100;0;100;;;;;;;;;"1";;;;;;""
