"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 16701"
"Critères de sélection =>";"Date de première alerte, de : 1976-01-01 00:00:00";"Date de première alerte, jusqu'à : 1980-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
1976;1803;"30";"30214";"Ribaute-les-Tavernes";"1976-01-24 16:00:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1976;1802;"30";"30058";"La Cadière-et-Cambo";"1976-01-24 16:30:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1976;2219;"34";"34016";"Aumelas";"1976-01-24 17:00:00";150000;70500;72000;0;;;;;;7500;;"1";;;;;;""
1976;1800;"30";"30216";"Robiac-Rochessadoule";"1976-01-24 18:15:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;130;"06";"06142";"Touët-de-l'Escarène";"1976-01-25 04:45:00";8000;3760;3840;0;;;;;;400;;"1";;;;;;""
1976;32;"06";"06007";"Auribeau-sur-Siagne";"1976-01-25 07:40:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1976;1131;"2B";"2B120";"Furiani";"1976-01-25 11:00:00";100000;47000;48000;0;;;;;;5000;;;;;;;;""
1976;1138;"2B";"2B177";"Noceta";"1976-01-25 11:45:00";150000;70500;72000;0;;;;;;7500;;;;;;;;""
1976;1133;"2B";"2B096";"Corte";"1976-01-25 12:30:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1976;1135;"2B";"2B329";"Tralonca";"1976-01-25 14:00:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
1976;1132;"2B";"2B265";"Rutali";"1976-01-25 14:00:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
1976;1140;"2B";"2B307";"Santa-Lucia-di-Moriani";"1976-01-25 14:35:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
1976;1134;"2B";"2B192";"Olmo";"1976-01-25 15:00:00";3000;1410;1440;0;;;;;;150;;;;;;;;""
1976;1804;"30";"30176";"Montdardier";"1976-01-25 15:00:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1976;1143;"2B";"2B205";"Patrimonio";"1976-01-25 15:02:00";9000;4230;4320;0;;;;;;450;;;;;;;;""
1976;2803;"84";"84112";"Saint-Martin-de-Castillon";"1976-01-25 15:20:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;1137;"2B";"2B188";"Olmeta-di-Tuda";"1976-01-25 15:20:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
1976;1136;"2B";"2B201";"Pancheraccia";"1976-01-25 15:20:00";200000;94000;96000;0;;;;;;10000;;;;;;;;""
1976;1142;"2B";"2B059";"Canavaggia";"1976-01-25 15:25:00";25000;11750;12000;0;;;;;;1250;;;;;;;;""
1976;1144;"2B";"2B313";"San-Nicolao";"1976-01-25 15:30:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1976;1141;"2B";"2B311";"Santa-Maria-Poggio";"1976-01-25 17:00:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1976;1146;"2B";"2B343";"Venzolasca";"1976-01-25 18:00:00";250000;117500;120000;0;;;;;;12500;;;;;;;;""
1976;1145;"2B";"2B077";"Castellare-di-Casinca";"1976-01-25 18:00:00";600000;282000;288000;0;;;;;;30000;;;;;;;;""
1976;1149;"2B";"2B335";"Valle-di-Campoloro";"1976-01-25 18:40:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1976;1148;"2B";"2B155";"Matra";"1976-01-25 18:50:00";200000;94000;96000;0;;;;;;10000;;;;;;;;""
1976;1139;"2B";"2B251";"Prunelli-di-Fiumorbo";"1976-01-25 19:25:00";2000;940;960;0;;;;;;100;;;;;;;;""
1976;1147;"2B";"2B225";"Pietra-di-Verde";"1976-01-25 20:00:00";40000;18800;19200;0;;;;;;2000;;;;;;;;""
1976;164;"07";"07100";"Gravières";"1976-01-26 04:30:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;2216;"34";"34134";"Lavérune";"1976-01-26 12:00:00";15000;7050;7200;0;;;;;;750;;"1";"Involontaire (travaux)";;;;;""
1976;2206;"34";"34010";"Aniane";"1976-01-26 12:40:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1976;41;"06";"06122";"Saint-Jeannet";"1976-01-26 13:50:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;2220;"34";"34197";"Péret";"1976-01-26 14:00:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1976;1805;"30";"30228";"Sainte-Anastasie";"1976-01-26 14:30:00";9000;4230;4320;0;;;;;;450;;"1";;;;;;""
1976;2221;"34";"34138";"Lieuran-Cabrières";"1976-01-26 17:30:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1976;1150;"2A";"2A198";"Ota";"1976-01-27 10:27:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1976;1806;"30";"30052";"Bréau-et-Salagosse";"1976-01-27 10:40:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1976;2538;"83";"83131";"Solliès-Toucas";"1976-01-27 13:45:00";40000;18800;19200;0;;;;;;2000;;"5";"Involontaire (travaux)";;;;;""
1976;2541;"83";"83042";"Cogolin";"1976-01-27 14:15:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1976;2415;"48";"48117";"Pourcharesses";"1976-01-27 15:00:00";50000;23500;24000;0;;;;;;2500;;;;;;;;""
1976;2825;"84";"84112";"Saint-Martin-de-Castillon";"1976-01-27 16:43:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;1151;"2A";"2A198";"Ota";"1976-01-27 17:30:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1976;2539;"83";"83115";"Sainte-Maxime";"1976-01-27 19:45:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;2540;"83";"83072";"Lorgues";"1976-01-28 02:45:00";1000;470;480;0;;;;;;50;;"5";;;;;;""
1976;25;"06";"06077";"Lucéram";"1976-01-28 07:50:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1976;1807;"30";"30290";"Saint-Paulet-de-Caisson";"1976-01-28 12:20:00";3000;1410;1440;0;;;;;;150;;"1";"Involontaire (travaux)";;;;;""
1976;2542;"83";"83072";"Lorgues";"1976-01-28 13:20:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1976;1152;"2A";"2A348";"Vico";"1976-01-28 14:10:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1976;2543;"83";"83023";"Brignoles";"1976-01-28 14:43:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1976;909;"13";"13073";"Peypin";"1976-01-28 14:56:00";15000;7050;7200;0;;;;;;750;;"1";"Involontaire (travaux)";;;;;""
1976;2222;"34";"34163";"Montarnaud";"1976-01-28 15:00:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;1153;"2A";"2A141";"Letia";"1976-01-28 15:30:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
1976;49;"06";"06077";"Lucéram";"1976-01-28 17:00:00";100000;47000;48000;0;;;;;;5000;;"1";;;;;;""
1976;165;"07";"07045";"Burzet";"1976-01-29 11:30:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1976;70;"06";"06130";"Saint-Vallier-de-Thiey";"1976-01-29 12:00:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;1809;"30";"30154";"Mandagout";"1976-01-29 14:00:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;33;"06";"06084";"Mouans-Sartoux";"1976-01-29 14:09:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;166;"07";"07171";"Payzac";"1976-01-29 14:30:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;1808;"30";"30037";"Bessèges";"1976-01-29 16:00:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;2545;"83";"83082";"Montferrat";"1976-01-29 16:20:00";5000;2350;2400;0;;;;;;250;;"1";"Involontaire (travaux)";;;;;""
1976;910;"13";"13080";"Le Puy-Sainte-Réparade";"1976-01-29 16:45:00";40000;18800;19200;0;;;;;;2000;;"1";"Malveillance";;;;;""
1976;1154;"2B";"2B049";"Calenzana";"1976-01-29 18:10:00";2000;940;960;0;;;;;;100;;;;;;;;""
1976;1155;"2B";"2B313";"San-Nicolao";"1976-01-29 19:00:00";20000;9400;9600;0;;;;;;1000;;;;;;;;""
1976;167;"07";"07045";"Burzet";"1976-01-29 22:30:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1976;911;"13";"13015";"Bouc-Bel-Air";"1976-01-30 13:00:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;753;"11";"11022";"Azille";"1976-01-31 18:10:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1976;754;"11";"11110";"Coustouge";"1976-02-03 13:00:00";25000;11750;12000;0;;;;;;1250;;"1";;;;;;""
1976;763;"11";"11273";"Paraza";"1976-02-09 14:45:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1976;755;"11";"11351";"Saint-Laurent-de-la-Cabrerisse";"1976-02-09 20:00:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;756;"11";"11351";"Saint-Laurent-de-la-Cabrerisse";"1976-02-10 19:00:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1976;2546;"83";"83048";"La Croix-Valmer";"1976-02-12 14:05:00";2000;940;960;0;;;;;;100;;"1";"Involontaire (travaux)";;;;;""
1976;2547;"83";"83049";"Cuers";"1976-02-13 01:35:00";1000;470;480;0;;;;;;50;;;;;;;;""
1976;2548;"83";"83129";"Six-Fours-les-Plages";"1976-02-14 13:58:00";1000;470;480;0;;;;;;50;;"1";"Malveillance";;;;;""
1976;2805;"84";"84043";"Entraigues-sur-la-Sorgue";"1976-02-15 12:00:00";36000;16920;17280;0;;;;;;1800;;"1";;;;;;""
1976;2549;"83";"83145";"Varages";"1976-02-16 15:35:00";6000;2820;2880;0;;;;;;300;;"1";"Involontaire (travaux)";;;;;""
1976;1810;"30";"30285";"Saint-Maurice-de-Cazevieille";"1976-02-16 19:00:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;168;"07";"07019";"Aubenas";"1976-02-17 12:30:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1976;215;"07";"07156";"Meyras";"1976-02-17 13:00:00";350000;164500;168000;0;;;;;;17500;;"1";;;;;;""
1976;757;"11";"11392";"Tournissan";"1976-02-17 14:30:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1976;169;"07";"07231";"Saint-Étienne-de-Fontbellon";"1976-02-17 15:00:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;170;"07";"07295";"Saint-Sauveur-de-Montagut";"1976-02-17 15:00:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;788;"11";"11271";"Palairac";"1976-02-17 16:00:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1976;34;"06";"06036";"Castillon";"1976-02-19 10:10:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;35;"06";"06035";"Castellar";"1976-02-21 15:00:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1976;36;"06";"06110";"Roubion";"1976-02-22 12:00:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (particulier)";;;;;""
1976;37;"06";"06006";"Aspremont";"1976-02-22 14:02:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;171;"07";"07345";"Vion";"1976-02-22 17:50:00";22000;10340;10560;0;;;;;;1100;;"1";;;;;;""
1976;758;"11";"11133";"Fajac-en-Val";"1976-02-23 15:20:00";70000;32900;33600;0;;;;;;3500;;"1";;;;;;""
1976;2550;"83";"83058";"Flayosc";"1976-02-23 15:25:00";8000;3760;3840;0;;;;;;400;;"1";;;;;;""
1976;2551;"83";"83034";"Carqueiranne";"1976-02-23 16:50:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1976;759;"11";"11322";"Roquefort-des-Corbières";"1976-02-23 18:15:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;39;"06";"06069";"Grasse";"1976-02-24 11:45:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;38;"06";"06067";"Gorbio";"1976-02-24 15:13:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1976;2552;"83";"83001";"Les Adrets-de-l'Estérel";"1976-02-24 15:20:00";4000;1880;1920;0;;;;;;200;;"1";"Involontaire (travaux)";;;;;""
1976;2553;"83";"83104";"Rians";"1976-02-24 15:30:00";30000;14100;14400;0;;;;;;1500;;"1";"Involontaire (travaux)";;;;;""
1976;54;"06";"06110";"Roubion";"1976-02-24 19:00:00";30000;14100;14400;0;;;;;;1500;;"1";"Involontaire (travaux)";;;;;""
1976;62;"06";"06163";"Tende";"1976-02-25 12:00:00";100000;47000;48000;0;;;;;;5000;;"1";;;;;;""
1976;760;"11";"11124";"Durban-Corbières";"1976-02-25 14:30:00";300000;141000;144000;0;;;;;;15000;;"1";"Involontaire (travaux)";;;;;""
1976;765;"11";"11132";"Fabrezan";"1976-02-25 15:50:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;2416;"48";"48119";"Prévenchères";"1976-02-25 16:30:00";25000;11750;12000;0;;;;;;1250;;;;;;;;""
1976;2554;"83";"83011";"Bargemon";"1976-02-25 17:00:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1976;172;"07";"07281";"Saint-Péray";"1976-02-25 17:00:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;40;"06";"06069";"Grasse";"1976-02-26 12:00:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;2555;"83";"83149";"Villecroze";"1976-02-26 12:00:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;173;"07";"07118";"Laboule";"1976-02-26 12:00:00";50000;23500;24000;0;;;;;;2500;;"1";"Involontaire (travaux)";;;;;""
1976;912;"13";"13118";"Coudoux";"1976-02-26 12:33:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (particulier)";;;;;""
1976;2556;"83";"83046";"Cotignac";"1976-02-26 13:30:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1976;2557;"83";"83121";"Salernes";"1976-02-26 14:15:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1976;762;"11";"11127";"Escouloubre";"1976-02-26 14:45:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1976;913;"13";"13079";"Puyloubier";"1976-02-26 15:32:00";40000;18800;19200;0;;;;;;2000;;"1";"Involontaire (travaux)";;;;;""
1976;2887;"84";"84104";"Sablet";"1976-02-26 15:40:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1976;1811;"30";"30041";"Blauzac";"1976-02-26 18:30:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;761;"11";"11351";"Saint-Laurent-de-la-Cabrerisse";"1976-02-26 18:30:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1976;2558;"83";"83038";"Châteaudouble";"1976-02-27 10:40:00";40000;18800;19200;0;;;;;;2000;;"1";"Involontaire (travaux)";;;;;""
1976;50;"06";"06088";"Nice";"1976-02-27 12:15:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;1156;"2B";"2B111";"Felce";"1976-02-27 13:30:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1976;175;"07";"07024";"Banne";"1976-02-27 13:30:00";5000;2350;2400;0;;;;;;250;;"1";"Involontaire (travaux)";;;;;""
1976;1812;"30";"30130";"Génolhac";"1976-02-27 14:00:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (travaux)";;;;;""
1976;1157;"2B";"2B238";"Poggio-di-Venaco";"1976-02-27 14:20:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1976;42;"06";"06104";"Roquebrune-Cap-Martin";"1976-02-27 14:35:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (travaux)";;;;;""
1976;766;"11";"11048";"Boutenac";"1976-02-27 15:00:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1976;180;"07";"07161";"Montpezat-sous-Bauzon";"1976-02-27 16:00:00";25000;11750;12000;0;;;;;;1250;;"1";"Involontaire (travaux)";;;;;""
1976;174;"07";"07217";"Saint-Barthélemy-le-Plain";"1976-02-27 16:20:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;176;"07";"07244";"Saint-Jean-Chambre";"1976-02-27 16:45:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1976;177;"07";"07048";"Chalencon";"1976-02-27 17:00:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1976;1825;"30";"30159";"Le Martinet";"1976-02-28 11:00:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (travaux)";;;;;""
1976;2559;"83";"83043";"Collobrières";"1976-02-28 11:16:00";2000;940;960;0;;;;;;100;;"1";"Involontaire (travaux)";;;;;""
1976;2235;"34";"34174";"Moulès-et-Baucels";"1976-02-28 13:25:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;51;"06";"06060";"Falicon";"1976-02-28 13:30:00";60000;28200;28800;0;;;;;;3000;;"1";;;;;;""
1976;2560;"83";"83096";"Pourcieux";"1976-02-28 13:40:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;2814;"84";"84123";"Sault";"1976-02-28 14:00:00";1000;470;480;0;;;;;;50;;"1";"Naturelle";;;;;""
1976;2450;"48";"48117";"Pourcharesses";"1976-02-28 14:00:00";1000000;470000;480000;0;;;;;;50000;;;;;;;;""
1976;2417;"48";"48117";"Pourcharesses";"1976-02-28 14:00:00";800000;376000;384000;0;;;;;;40000;;;;;;;;""
1976;1158;"2B";"2B289";"Soveria";"1976-02-28 14:30:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1976;1814;"30";"30284";"Saint-Martin-de-Valgalgues";"1976-02-28 14:35:00";15000;7050;7200;0;;;;;;750;;"1";"Involontaire (particulier)";;;;;""
1976;2428;"48";"48020";"Bassurels";"1976-02-28 14:45:00";300000;141000;144000;0;;;;;;15000;;;;;;;;""
1976;2561;"83";"83118";"Saint-Raphaël";"1976-02-28 15:00:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;3;"05";"05106";"Prunières";"1976-02-28 15:00:00";280000;131600;134400;0;;;;;;14000;;"1";"Involontaire (particulier)";;;;;""
1976;1813;"30";"30172";"Monoblet";"1976-02-28 15:00:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;223;"07";"07080";"Devesset";"1976-02-28 15:00:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (travaux)";;;;;""
1976;2807;"84";"84140";"Vaugines";"1976-02-28 16:00:00";2000;940;960;0;;;;;;100;;"1";"Involontaire (travaux)";;;;;""
1976;52;"06";"06157";"Vence";"1976-02-28 16:17:00";20000;9400;9600;0;;;;;;1000;;"1";;;;;;""
1976;2562;"83";"83139";"Tourtour";"1976-02-28 16:25:00";35000;16450;16800;0;;;;;;1750;;"1";"Involontaire (travaux)";;;;;""
1976;1819;"30";"30100";"Cruviers-Lascours";"1976-02-28 17:00:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;43;"06";"06069";"Grasse";"1976-02-28 23:45:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;44;"06";"06104";"Roquebrune-Cap-Martin";"1976-02-29 07:20:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (travaux)";;;;;""
1976;2234;"34";"34086";"Courniou";"1976-02-29 12:00:00";15000;7050;7200;0;;;;;;750;;"1";"Involontaire (travaux)";;;;;""
1976;46;"06";"06070";"Gréolières";"1976-02-29 12:30:00";100000;47000;48000;0;;;;;;5000;;"1";;;;;;""
1976;2429;"48";"48020";"Bassurels";"1976-02-29 13:00:00";400000;188000;192000;0;;;;;;20000;;;;;;;;""
1976;45;"06";"06092";"Peillon";"1976-02-29 13:00:00";10000;4700;4800;0;;;;;;500;;"1";"Malveillance";;;;;""
1976;1818;"30";"30297";"Saint-Sauveur-Camprieu";"1976-02-29 13:00:00";400000;188000;192000;0;;;;;;20000;;"1";;;;;;""
1976;192;"07";"07207";"Saint-Alban-Auriolles";"1976-02-29 13:05:00";12000;5640;5760;0;;;;;;600;;"1";;;;;;""
1976;182;"07";"07248";"Saint-Jean-Roure";"1976-02-29 13:30:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;2806;"84";"84119";"Saint-Saturnin-lès-Avignon";"1976-02-29 13:30:00";2000;940;960;0;;;;;;100;;"1";"Involontaire (travaux)";;;;;""
1976;56;"06";"06060";"Falicon";"1976-02-29 13:35:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1976;181;"07";"07011";"Antraigues-sur-Volane";"1976-02-29 14:00:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;1817;"30";"30231";"Saint-André-de-Valborgne";"1976-02-29 14:00:00";250000;117500;120000;0;;;;;;12500;;"3";"Involontaire (travaux)";;;;;""
1976;1816;"30";"30238";"Saint-Bresson";"1976-02-29 14:00:00";100000;47000;48000;0;;;;;;5000;;"3";;;;;;""
1976;2815;"84";"84005";"Aurel";"1976-02-29 14:30:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;183;"07";"07195";"La Rochette";"1976-02-29 14:30:00";40000;18800;19200;0;;;;;;2000;;"1";;;;;;""
1976;1826;"30";"30139";"Lanuéjols";"1976-02-29 14:30:00";250000;117500;120000;0;;;;;;12500;;"1";;;;;;""
1976;2563;"83";"83118";"Saint-Raphaël";"1976-02-29 14:35:00";2000;940;960;0;;;;;;100;;"1";;;;;;""
1976;47;"06";"06154";"Valderoure";"1976-02-29 15:00:00";2000;940;960;0;;;;;;100;;"5";"Involontaire (travaux)";;;;;""
1976;2241;"34";"34334";"Vieussan";"1976-02-29 15:00:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;179;"07";"07177";"Plats";"1976-02-29 15:00:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1976;2809;"84";"84065";"Lauris";"1976-02-29 15:40:00";2000;940;960;0;;;;;;100;;;;;;;;""
1976;1815;"30";"30280";"Saint-Laurent-le-Minier";"1976-02-29 15:45:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (travaux)";;;;;""
1976;2564;"83";"83077";"Méounes-lès-Montrieux";"1976-02-29 15:55:00";15000;7050;7200;0;;;;;;750;;"1";"Involontaire (travaux)";;;;;""
1976;2236;"34";"34020";"Azillanet";"1976-02-29 16:00:00";3000;1410;1440;0;;;;;;150;;"1";"Involontaire (travaux)";;;;;""
1976;2808;"84";"84133";"La Tour-d'Aigues";"1976-02-29 16:00:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;2565;"83";"83017";"Belgentier";"1976-02-29 16:05:00";10000;4700;4800;0;;;;;;500;;"1";"Involontaire (travaux)";;;;;""
1976;184;"07";"07069";"Colombier-le-Vieux";"1976-02-29 16:15:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;2810;"84";"84042";"Cucuron";"1976-02-29 16:50:00";2000;940;960;0;;;;;;100;;"1";"Involontaire (travaux)";;;;;""
1976;178;"07";"07237";"Saint-Fortunat-sur-Eyrieux";"1976-02-29 18:30:00";100000;47000;48000;0;;;;;;5000;;"1";;;;;;""
1976;1159;"2B";"2B335";"Valle-di-Campoloro";"1976-02-29 18:30:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
1976;2566;"83";"83121";"Salernes";"1976-02-29 20:20:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;189;"07";"07143";"Limony";"1976-03-01 12:00:00";50000;23500;24000;0;;;;;;2500;;"1";;;;;;""
1976;185;"07";"07233";"Saint-Étienne-de-Serre";"1976-03-01 12:30:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1976;187;"07";"07007";"Alboussière";"1976-03-01 12:50:00";30000;14100;14400;0;;;;;;1500;;"1";"Involontaire (travaux)";;;;;""
1976;190;"07";"07161";"Montpezat-sous-Bauzon";"1976-03-01 13:30:00";5000;2350;2400;0;;;;;;250;;"1";;;;;;""
1976;1160;"2B";"2B315";"Santo-Pietro-di-Venaco";"1976-03-01 13:40:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1976;1161;"2B";"2B096";"Corte";"1976-03-01 13:50:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
1976;188;"07";"07334";"Les Vans";"1976-03-01 14:00:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;191;"07";"07156";"Meyras";"1976-03-01 14:30:00";2000;940;960;0;;;;;;100;;"1";"Involontaire (travaux)";;;;;""
1976;1821;"30";"30170";"Molières-Cavaillac";"1976-03-01 15:00:00";90000;42300;43200;0;;;;;;4500;;"1";"Involontaire (travaux)";;;;;""
1976;186;"07";"07156";"Meyras";"1976-03-01 15:15:00";1000;470;480;0;;;;;;50;;"1";;;;;;""
1976;2430;"48";"48101";"Montbrun";"1976-03-01 15:55:00";30000;14100;14400;0;;;;;;1500;;;;;;;;""
1976;1820;"30";"30225";"Sabran";"1976-03-01 16:00:00";1000;470;480;0;;;;;;50;;"1";"Involontaire (travaux)";;;;;""
1976;207;"07";"07198";"Rompon";"1976-03-01 16:00:00";25000;11750;12000;0;;;;;;1250;;"1";;;;;;""
1976;1162;"2A";"2A278";"Serra-di-Scopamène";"1976-03-02 11:35:00";20000;9400;9600;0;;;;;;1000;;;;;;;;""
1976;193;"07";"07136";"Laveyrune";"1976-03-02 14:00:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;208;"07";"07278";"Saint-Michel-de-Chabrillanoux";"1976-03-02 14:00:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1976;2462;"66";"66070";"Espira-de-Conflent";"1976-03-02 19:00:00";50000;23500;24000;0;;;;;;2500;;"1";"Involontaire (travaux)";;;;;""
1976;203;"07";"07105";"Issanlas";"1976-03-02 19:00:00";20000;9400;9600;0;;;;;;1000;;"1";"Involontaire (travaux)";;;;;""
1976;1163;"2B";"2B335";"Valle-di-Campoloro";"1976-03-02 19:00:00";8000;3760;3840;0;;;;;;400;;;;;;;;""
1976;48;"06";"06003";"Andon";"1976-03-02 19:30:00";10000;4700;4800;0;;;;;;500;;"1";;;;;;""
1976;53;"06";"06034";"Castagniers";"1976-03-03 12:30:00";30000;14100;14400;0;;;;;;1500;;"1";;;;;;""
1976;195;"07";"07122";"Lachapelle-sous-Aubenas";"1976-03-03 12:40:00";15000;7050;7200;0;;;;;;750;;"1";;;;;;""
1976;2567;"83";"83083";"Montfort-sur-Argens";"1976-03-03 13:10:00";6000;2820;2880;0;;;;;;300;;"5";"Involontaire (travaux)";;;;;""
